"App","Rating","Reviews","Type","Content Rating","Genres"
"Texas Holdem Poker",4,127831,"Free","Teen","Card"
"Texas HoldEm Poker Deluxe",4.5,396090,"Free","Teen","Casino"
"Texas HoldEm Poker Deluxe (BR)",4.5,1418,"Free","Teen","Casino"
"Texas Holdem Poker Pro",4.5,114479,"Free","Teen","Card"
"Text on Photo - Fonteee",4.4,13880,"Free","Everyone","Art & Design"
"Text SMS",4.5,349384,"Free","Everyone","Communication"
"TFO BZ Lessons",4.4,75,"Free","Everyone","Education"
"THAI DICT 2018",4.4,29855,"Free","Mature 17+","Education"
"Thai Handwriting",4.3,3168,"Free","Everyone","Education"
"Thai Sic Bo",4.1,14283,"Free","Teen","Casino"
"that's lit",4.7,1115,"Free","Everyone","Arcade"
"The Aether: Life as a God",4.1,1407,"Free","Everyone 10+","Role Playing"
"The Ah Yeah! Button",3,30,"Free","Everyone","Entertainment"
"THE aMAZEing Labyrinth",3.9,1615,"Paid","Everyone","Board"
"The Artificial Intelligence Project (A.I. Chat)",3,76,"Paid","Everyone","Simulation"
"The birth",4.7,1084945,"Free","Teen","Shopping"
"The Bump Pregnancy Tracker",4.6,20301,"Free","Everyone","Health & Fitness"
"The Church at CW",4.5,2,"Free","Teen","Lifestyle"
"The CJ Rubric",5,5,"Free","Everyone","Health & Fitness"
"The Cube",4.2,70226,"Free","Everyone","Arcade"
"The CW TN app 2018",2.2,54,"Free","Everyone","Entertainment"
"The CW TV app",3.2,24,"Free","Everyone","Entertainment"
"The Daily BJ",4.8,38,"Free","Everyone","Health & Fitness"
"The DG Buddy",3.7,3,"Paid","Everyone","Business"
"The Divine Feminine App: the DF App",5,8,"Free","Everyone","Lifestyle"
"The DL Hughley Show",4.3,23,"Free","Everyone","Entertainment"
"The dollar in mexico",4.5,4254,"Free","Everyone","Finance"
"the Egg - crack the egg",4.1,211,"Free","Everyone","Casual"
"The EO Bar",4.7,416,"Paid","Everyone","Health & Fitness"
"The Escapists",4.4,7412,"Paid","Teen","Strategy"
"The first year of a baby's life",4.8,7505,"Free","Everyone","Parenting"
"The Fish Master!",4.1,15763,"Free","Everyone","Arcade"
"The Florida Trail Guide",4.3,100,"Free","Everyone","Travel & Local"
"The Gang Sniper V. Pocket Edition.",3.9,6121,"Free","Mature 17+","Action"
"The Grand Bike V",3.8,3478,"Free","Everyone","Simulation"
"The grand theft V Wallpaper",3.8,87,"Free","Everyone 10+","Personalization"
"The Grand Wars: San Andreas",3.9,29990,"Free","Teen","Action"
"The Grand Way",3.9,1995,"Free","Teen","Action"
"The Great Wobo Escape Ep. 1",4.2,5449,"Free","Everyone 10+","Action"
"The Great Wobo Escape Ep.1",4.3,11,"Paid","Everyone 10+","Action"
"The green alien dance",3.8,6979,"Free","Everyone","Entertainment"
"The Guardian",4.7,247992,"Free","Teen","News & Magazines"
"The Holy Rosary",4.7,56197,"Free","Everyone","Lifestyle"
"The Home Depot",4.3,44071,"Free","Everyone","Shopping"
"The House of Da Vinci",4.8,12400,"Paid","Everyone","Puzzle"
"The Hunt for the Lost Treasure",4.6,7148,"Paid","Everyone","Adventure"
"THE KING OF FIGHTERS-A 2012(F)",4.4,406511,"Free","Teen","Action"
"The League",3,837,"Free","Mature 17+","Dating"
"The Legacy (Full)",4.6,144,"Paid","Everyone","Adventure"
"The List",3.5,66,"Free","Everyone","News & Magazines"
"The Lost Lands:DH Lite",4.3,1130,"Free","Teen","Simulation"
"The Maner",4.2,53015,"Free","Everyone","Productivity"
"The Maze Runner",4,428268,"Free","Everyone","Action"
"The Messenger App",4.4,4919,"Free","Everyone","Social"
"The Noise-O-Meter",4,1699,"Free","Everyone","Entertainment"
"The PCH App",4.5,234971,"Free","Everyone","Lifestyle"
"The postal bank",3.7,36718,"Free","Everyone","Finance"
"The Pursuit of God",4.8,6,"Free","Everyone","Books & Reference"
"The Q - Live Trivia Game Network",2.7,1486,"Free","Everyone","Trivia"
"The real aquarium - HD",4.3,100130,"Free","Everyone","Personalization"
"The Room: Old Sins",4.9,21119,"Paid","Everyone","Puzzle"
"The Rules of Golf",4.3,926,"Free","Everyone","Sports"
"The SCP Foundation DB fr nn5n",4.5,114,"Free","Mature 17+","Books & Reference"
"The Secret Daily Teachings",4.3,206,"Paid","Everyone","Lifestyle"
"The Simpsons<U+0099>: Tapped Out",4.3,636995,"Free","Teen","Casual"
"The Sims<U+0099> Mobile",4.5,559597,"Free","Teen","Simulation"
"The Societe Generale App",4.1,31218,"Free","Everyone","Finance"
"The T Factor",4.8,48,"Free","Everyone","Events"
"The TK-App - everything under control",4.5,8642,"Free","Everyone","Health & Fitness"
"The translator",4.5,23805,"Free","Everyone","Tools"
"The Tribez: Build a Village",4.4,1852384,"Free","Everyone","Simulation"
"The Video Messenger App",4.4,1200,"Free","Everyone","Social"
"The Vietnam Story - Fun Stories",4.5,438,"Free","Everyone","Comics"
"The Vikings",4.4,15806,"Free","Teen","Arcade"
"The Visitor",4.1,39895,"Free","Mature 17+","Adventure"
"The Visitor: Ep.1 - Kitty Cat Carnage",4.4,3017,"Free","Mature 17+","Adventure"
"The Visitor: Ep.2 - Sleepover Slaughter",4.3,5731,"Free","Mature 17+","Adventure"
"The Walking Dead: Our World",4,22435,"Free","Teen","Action"
"The Walking Dead: Road to Survival",4.2,522466,"Free","Mature 17+","Role Playing"
"The Walking Zombie: Dead City",4.6,58575,"Free","Teen","Action"
"The wall",4.4,35563,"Free","Everyone","Shopping"
"The Washington Post Classic",4.5,23158,"Free","Everyone 10+","News & Magazines"
"The Weather Channel: Rain Forecast & Storm Alerts",4.4,1558437,"Free","Everyone","Weather"
"The Weather Network",3.9,135337,"Free","Everyone","Weather"
"The World Ends With You",4.6,4108,"Paid","Everyone 10+","Arcade"
"The X-Files: Deep State - Hidden Object Adventure",4.5,22018,"Free","Teen","Casual"
"The Zueira's Voice",4.7,136540,"Free","Everyone","Tools"
"Theatre of the Absurd CE(Full)",4.1,1143,"Paid","Everyone 10+","Casual"
"theCut",4.7,499,"Free","Everyone","Lifestyle"
"TheFork - Restaurants booking and special offers",4.3,37517,"Free","Everyone","Food & Drink"
"Them Bombs: co-op board game play with 2-4 friends",4.7,8038,"Free","Teen","Board"
"Theme Android P Black design for LG V30",4.4,8,"Paid","Everyone","Personalization"
"Theme Android P Black for LG G7 & V35",4.6,5,"Paid","Everyone","Personalization"
"Theme Android P Design for LG V30",4.2,35,"Paid","Everyone","Personalization"
"Theme Android P for LG G7 & V35",4.6,5,"Paid","Everyone","Personalization"
"Theme eXp - Black Z Light",4.3,29540,"Free","Everyone","Personalization"
"Theme for Iphone X Plus",4,126,"Free","Everyone","Personalization"
"Theme for Samsung Galaxy Note FE",4.5,52,"Free","Everyone","Personalization"
"Theme For Techno Camon CX",4.7,42,"Free","Everyone","Personalization"
"Theme for Tecno Camon CX / C8",4.6,147,"Free","Everyone","Lifestyle"
"theScore esports",4.5,16257,"Free","Everyone 10+","Sports"
"think Comics",4.4,1006,"Free","Everyone","Comics"
"Third Eye",4.4,19877,"Free","Everyone","Tools"
"Thistletown CI",1,1,"Free","Everyone","Productivity"
"Thomas & Friends: Delivery",4.2,28737,"Free","Everyone","Casual"
"Thomas & Friends: Go Go Thomas",4.1,175625,"Free","Everyone","Racing"
"Threema",4.5,51110,"Paid","Everyone","Communication"
"Thrive CF",2.2,6,"Free","Everyone","Health & Fitness"
"Throw Knife",3.7,291,"Free","Everyone","Simulation"
"Thuglife Video Maker",3.5,38824,"Free","Mature 17+","Entertainment"
"Thumbnail Maker",4.4,26252,"Free","Everyone","Photography"
"Thuuz Sports",4.5,5517,"Free","Everyone","Sports"
"TI-84 CE Graphing Calculator Manual TI 84",5,1,"Paid","Everyone","Education"
"TI-Nspire CX Calculator Manual",3.9,11,"Paid","Everyone","Education"
"Tic Tac CK",5,3,"Free","Everyone","Puzzle"
"Tic Tac Toe",4.1,6007,"Free","Everyone","Board"
"Ticketmaster Event Tickets",4,40113,"Free","Everyone","Events"
"Tickets + PDA 2018 Exam",4.9,197136,"Free","Everyone","Auto & Vehicles"
"Tickets SDA 2018 and Exam from the State Traffic Safety Inspectorate with Drom.ru",4.9,10479,"Free","Everyone","Auto & Vehicles"
"Tickets SDA 2019 + Exam RF",4.8,7021,"Free","Everyone","Auto & Vehicles"
"Tie - Always be happy",4.7,964,"Free","Everyone","Beauty"
"Tiger Live Wallpaper",4.1,77724,"Free","Teen","Personalization"
"Tigo Money El Salvador",4.3,4642,"Free","Everyone","Finance"
"Tik Tok - including musical.ly",4.4,5637451,"Free","Teen","Social"
"TIMBER AD FILTER - Very useful ad block app",3.8,1343,"Free","Everyone","Productivity"
"Time Recording - Timesheet App",4.6,23393,"Free","Everyone","Productivity"
"Timehop",4.1,161610,"Free","Teen","Social"
"Timely Alarm Clock",4.3,258717,"Free","Everyone","Lifestyle"
"Timetable",4.2,40209,"Free","Everyone","Education"
"Tinder",4,2789775,"Free","Mature 17+","Lifestyle"
"Tinnitus Alleviator",3.1,82,"Free","Everyone","Medical"
"Tiny Archers",4.5,80678,"Free","Mature 17+","Action"
"Tiny Call Confirm",4.1,22782,"Free","Everyone","Communication"
"Tiny Defense",4.1,29387,"Free","Everyone","Strategy"
"Tiny Flashlight + LED",4.4,4254879,"Free","Everyone","Tools"
"tinyCam Monitor FREE",4,65914,"Free","Everyone","House & Home"
"Titanic App - Feminist Dating Application",4.5,120,"Free","Mature 17+","Dating"
"TMJ4.com - WTMJ-TV Milwaukee",3.8,728,"Free","Everyone 10+","News & Magazines"
"TN e Sevai TN EB Bill Patta Citta EC Birth All Hub",3.7,23,"Free","Everyone","Social"
"TN Electricity (TNEB)",3.9,73,"Free","Everyone","Lifestyle"
"TN Patta /Chitta /EC New",4.8,5,"Free","Teen","Social"
"TN Patta Chitta EC Info",4.2,1611,"Free","Everyone","Tools"
"TN Patta Citta & EC",3.8,48,"Free","Everyone","Books & Reference"
"TNEB",3.8,1777,"Free","Everyone","Business"
"TNEB Bill Checker / TNEB Bill Status",2.5,2,"Free","Everyone","Finance"
"TNEB Quick Pay Easy",4.5,28,"Free","Teen","Finance"
"TNEB Reading",4.1,28,"Free","Everyone","Tools"
"To",4.2,22,"Free","Everyone","Medical"
"To-do list",4.4,688,"Free","Everyone","Productivity"
"To-Do List Widget",3.9,7801,"Free","Everyone","Productivity"
"To-U - free EV public charging",4.4,75,"Free","Everyone","Travel & Local"
"To Do List",4.7,253155,"Free","Everyone","Productivity"
"To Do Reminder with Alarm",4.4,72161,"Free","Everyone","Productivity"
"Toca Builders",4.2,3328,"Paid","Everyone","Education"
"Toca Life: Hospital",4.7,3528,"Paid","Everyone","Education"
"Toca Mystery House",4.2,96,"Paid","Everyone","Educational"
"Today Calendar 2017",4.2,16349,"Free","Everyone","Productivity"
"Toddler Kids Puzzles PUZZINGO",4.6,14014,"Free","Everyone","Education"
"Toddler Learning Games - Little Kids Games",4.2,731,"Free","Everyone","Educational"
"TOEFL Prep & Practice from Magoosh",4.5,756,"Free","Everyone","Education"
"Toilet Ek Prem Katha Songs Lyrics in Hindi",4.7,3,"Free","Everyone","Entertainment"
"Tokyo Ghoul: Dark War",4.3,25094,"Free","Teen","Role Playing"
"Tom's Love Letters",4.1,705805,"Free","Everyone","Entertainment"
"Tom Loves Angela",4.1,1111915,"Free","Everyone","Entertainment"
"Tomb of the Mask",4.1,55380,"Free","Everyone","Action"
"Tomo A.i. Pet Chat Bot",3.3,40,"Free","Everyone","Entertainment"
"TomTom GPS Navigation Traffic",4.1,132792,"Free","Everyone","Maps & Navigation"
"Tools & Mi Band",4.4,15753,"Paid","Everyone","Health & Fitness"
"Top Eleven 2018 - Be a Soccer Manager",4.4,3451011,"Free","Everyone","Sports"
"Top Mercato: football news",4.3,16016,"Free","Everyone","Sports"
"Top Popular Ringtones 2018 Free <U+0001F525>",4.4,7396,"Free","Everyone","Libraries & Demo"
"Top Soccer Manager",4.4,199739,"Free","Everyone","Sports"
"Tophatter - 90 Second Auctions",4.3,105773,"Free","Everyone","Shopping"
"Toronto FC",3.4,144,"Free","Teen","Sports"
"TorrDroid - Torrent Downloader",4.7,59632,"Free","Everyone","Tools"
"TOSHIBA Smart AC",2.6,60,"Free","Everyone","Tools"
"Total AV",3.4,617,"Free","Everyone","Productivity"
"Touch Racing 2 - Mini RC Race",4.1,41867,"Free","Everyone","Racing"
"TouchNote: Cards & Gifts",4.1,19232,"Free","Everyone","Photography"
"TouchPal Keyboard - Fun Emoji & Android Keyboard",4.4,615381,"Free","Mature 17+","Communication"
"TouchPal Keyboard for vivo",4.3,357,"Free","Everyone","Tools"
"TouchPal Purple Butterfly Theme",4.2,7435,"Free","Everyone","Personalization"
"Toughest Game Ever 2",4.6,293086,"Free","Everyone","Action"
"Tour BD (Bahir Dar Map)",4.9,49,"Free","Everyone","Maps & Navigation"
"Township",4.6,4451317,"Free","Everyone","Casual"
"TownWiFi | Wi-Fi Everywhere",3.9,2372,"Free","Everyone","Communication"
"Toy Attack",4.2,3878,"Free","Everyone","Action"
"Toy Battle Z",4.1,133,"Free","Everyone","Casual"
"Toy Guitar with songs for kids",4.3,1369,"Free","Everyone","Music & Audio"
"Toy Pop Cubes",4.5,5761,"Free","Everyone","Casual"
"Toy Truck Rally 3D",4,301895,"Free","Everyone","Racing"
"Toyota Cruisers & Trucks Mag",4.5,10,"Free","Everyone","Travel & Local"
"Toys Defense: Horror Land",3.8,168,"Free","Everyone","Strategy"
"Tozer Devotional -Series 1",5,5,"Free","Everyone","Books & Reference"
"TracFone My Account",3.6,20769,"Free","Everyone","Communication"
"Tracks",4.6,623,"Free","Everyone 10+","Health & Fitness"
"Traffic Info and Traffic Alert",3.6,695,"Free","Everyone","Maps & Navigation"
"Traffic signs BD",4.4,7,"Free","Everyone","Communication"
"Traffic Sniper Counter Attack",4.3,5339,"Free","Teen","Action"
"Trailer Addict Movie Trailers",3.9,2646,"Free","Teen","Entertainment"
"Train driving simulator",3.8,91645,"Free","Teen","Simulation"
"Train Racing Games 3D 2 Player",4.3,192374,"Free","Everyone","Racing"
"Train Sim Pro",4,1763,"Paid","Everyone","Simulation"
"Training schedule - AllUniver",4.1,702,"Free","Everyone","Education"
"Trane Interactive Smart AC",2.8,48,"Free","Everyone","Tools"
"Transfer",4.1,31804,"Free","Everyone","Finance"
"Transformers Rescue Bots: Disaster Dash",4.4,19245,"Free","Everyone","Casual"
"Transformers Rescue Bots: Hero Adventures",4.2,41273,"Free","Everyone","Adventure"
"TRANSFORMERS: Earth Wars",4.5,256219,"Free","Everyone","Strategy"
"TRANSFORMERS: Forged to Fight",4.6,291941,"Free","Everyone 10+","Action"
"Translate: text & voice translator",4.3,122010,"Free","Everyone","Tools"
"Transport DK",4.1,204,"Free","Everyone","Maps & Navigation"
"Traps n' Gemstones",4.5,413,"Paid","Everyone","Adventure"
"Travelmoji",3.9,13,"Free","Everyone","Education"
"TravelPirates",4.8,43054,"Free","Everyone","Travel & Local"
"Travis CU",2,207,"Free","Everyone","Finance"
"Trazado de tuberia El Tubero",4.5,313,"Paid","Everyone","Tools"
"Treadmill Workouts Free (P)",3.3,10,"Free","Everyone","Health & Fitness"
"Treasure Defense",4.1,3527,"Free","Teen","Strategy"
"Treasure Hunt Hidden Objects Adventure Game",4.3,1231,"Free","Everyone","Puzzle"
"Trell: An app for Explorers | Best Wanderlust App",4.6,8004,"Free","Teen","Lifestyle"
"Trello",4.5,72513,"Free","Everyone","Productivity"
"Tribeca Shortlist - Handpicked Movies",3.9,801,"Free","Teen","Entertainment"
"Triceratops - Dino Robot",4.4,3032,"Free","Everyone","Casual"
"Tricky Bike Stunt Rider DX",4.4,16,"Free","Everyone","Simulation"
"Trimble Ag Mobile",4.1,85,"Free","Everyone","Productivity"
"Trimble DL",4.2,133,"Free","Everyone","Productivity"
"Trine 2: Complete Story",3.8,252,"Paid","Teen","Action"
"Trinomial Factoring Wizard",4,22,"Paid","Everyone","Tools"
"Trip by Skyscanner - City & Travel Guide",4.1,5150,"Free","Everyone","Travel & Local"
"trip.bg",4.5,103,"Free","Everyone","Travel & Local"
"TripIt: Travel Organizer",4.4,49190,"Free","Everyone","Travel & Local"
"Trivia Crack",4.5,6427773,"Free","Everyone","Trivia"
"Tropical Beach Live Wallpaper",4,11343,"Free","Everyone","Personalization"
"Tropical Financial CU",4.6,1231,"Free","Everyone","Finance"
"Trovami se ci riesci",5,11,"Free","Everyone","Arcade"
"Truck Chat & CB for Truckers",2.7,89,"Free","Mature 17+","Maps & Navigation"
"Truck Driver Cargo",4.1,257531,"Free","Everyone 10+","Racing"
"Truck Driving Test Class 3 BC",1,1,"Paid","Everyone","Education"
"Truck Simulator DT 3D",3.8,110,"Free","Everyone","Simulation"
"Truck Transport Raw Material",4.2,632,"Free","Everyone","Simulation"
"Trucker Path <U+0096> Truck Stops & Weigh Stations",4.7,38375,"Free","Everyone","Maps & Navigation"
"True Contact - Real Caller ID",4.1,32283,"Free","Everyone","Communication"
"True Skate",4.4,129409,"Paid","Everyone","Sports"
"True Skateboarding Ride Skateboard Game Freestyle",3.8,8175,"Free","Everyone 10+","Arcade"
"TrueMoney Wallet",4.4,199684,"Free","Everyone","Finance"
"Trulia Mortgage Calculators",4.1,81,"Free","Everyone","House & Home"
"Truy<U+1EC7>n Vui T<fd> Qu<U+1EAD>y",4.5,144,"Free","Everyone","Comics"
"Tsuro - The Game of the Path",4.7,2195,"Paid","Everyone","Board"
"tTorrent - ad free",4.3,2976,"Paid","Everyone","Video Players & Editors"
"Tuberculose Dz",4.9,26,"Free","Everyone","Medical"
"Tuner - gStrings Free",4.5,214265,"Free","Everyone","Tools"
"Tunisian Dinar: Exchange rate",4.5,625,"Free","Everyone","Finance"
"Tunnel Town",4.4,74744,"Free","Everyone","Strategy"
"TunnelBear VPN",4.4,139480,"Free","Everyone","Tools"
"Turbo AI<U+0099> - Personal assistant",2.6,91,"Free","Everyone","Productivity"
"Turbo Download Manager (and Browser)",4,32879,"Free","Everyone","Tools"
"Turbo Downloader",3.9,23348,"Free","Everyone","Tools"
"Turo - Better Than Car Rental",4.4,14114,"Free","Everyone","Travel & Local"
"tutti.ch - Free Classifieds",4.4,9950,"Free","Everyone","Shopping"
"TV Guide BR Gold",4.4,544,"Paid","Everyone","Entertainment"
"TV Local El Salvador",4.3,323,"Free","Everyone","Entertainment"
"TV.AE",3.9,109,"Free","Everyone","Entertainment"
"TV+",4.2,98509,"Free","Everyone","Entertainment"
"Twilight: Blue light filter",4.6,318134,"Free","Everyone","Health & Fitness"
"TwitCasting Live",3.6,14835,"Free","Teen","Social"
"Two Nights at jumpscare",3.8,596,"Free","Teen","Adventure"
"Type S LED",3.5,628,"Free","Everyone","Lifestyle"
"Typical EA Game",4.6,33,"Free","Everyone","Casual"
"U-48 Submarine Commander Free",3.5,4575,"Free","Everyone","Arcade"
"U-Craft Mobile",4.2,11404,"Free","Everyone","Strategy"
"U-Dictionary: Best English Learning Dictionary",4.5,166886,"Free","Everyone 10+","Education"
"U-Disco",3.6,906,"Free","Everyone","Entertainment"
"U-Haul",3.2,852,"Free","Everyone","Travel & Local"
"U-Report",4.3,241,"Free","Teen","Social"
"U-Scan",3.4,784,"Free","Everyone","Tools"
"U + professional baseball",4.3,2486,"Free","Everyone","Sports"
"U Assist - Screen Mirroring & Sharing App",4,198,"Free","Everyone","Productivity"
"U by BB&T",4.3,16600,"Free","Everyone","Finance"
"U Camera : Phone 6s OS 9 style",4.2,2158,"Free","Everyone","Photography"
"U get - Wireless Speed Test",4.2,26,"Free","Everyone","Tools"
"U Guard",3,245,"Free","Everyone","Tools"
"U LIVE <U+0096> Video Chat & Stream",4.5,67611,"Free","Mature 17+","Social"
"U of I Community Credit Union",3.7,52,"Free","Everyone","Finance"
"U Pull It Auto Dismantler",3.1,71,"Free","Everyone","Business"
"U.S. Bank",4.1,70782,"Free","Everyone","Finance"
"U.S.A DV Lottery Process",4.5,8,"Free","Everyone","Education"
"U+Box",3.8,24517,"Free","Everyone","Productivity"
"UBA Mobile Banking",4.3,12185,"Free","Everyone","Finance"
"Uber Driver",4.4,1254730,"Free","Everyone","Business"
"Uber Eats: Local Food Delivery",4.2,333208,"Free","Everyone","Food & Drink"
"uCiC- Videos and Photos on demand",4,2052,"Free","Teen","Social"
"UK Girls Mobile Numbers",3,1,"Free","Mature 17+","Dating"
"Ulta Beauty",4.7,42050,"Free","Everyone","Beauty"
"Ultimate Ab & Core Workouts",4.7,55571,"Free","Everyone","Health & Fitness"
"Ultimate Background Eraser",4.3,14453,"Free","Everyone","Photography"
"Ultimate BlackJack 3D FREE",4.1,1686,"Free","Teen","Casino"
"Ultimate Calculator for CR",3.7,7389,"Free","Everyone","Productivity"
"Ultimate Chest Tracker",4.5,40328,"Free","Everyone","Productivity"
"Ultimate Clash Royale Tracker",4.7,92010,"Free","Everyone","Strategy"
"Ultimate Control BT",4.6,14,"Free","Everyone","Business"
"Ultimate DC Challenge",4.5,937,"Free","Everyone","Trivia"
"Ultimate F1 Racing Championship",3.8,284,"Free","Everyone","Auto & Vehicles"
"Ultimate Fighter Z",4.3,180,"Free","Everyone","Action"
"Ultimate Notepad",4,10643,"Free","Everyone","Productivity"
"Ultimate Quiz for CS:GO - Skins | Cases | Players",4.5,2526,"Free","Everyone","Trivia"
"Ultimate Tennis",4.3,183004,"Free","Everyone","Sports"
"Ultimate Watch 2 watch face",4.6,285,"Paid","Everyone","Personalization"
"Ultra CE calculator",4.2,28,"Free","Everyone","Sports"
"Ultrasound A-Z",4.5,112,"Free","Everyone","Education"
"Ulysse Speedometer",4.3,40211,"Free","Everyone","Auto & Vehicles"
"Ulysse Speedometer Pro",4.6,4140,"Paid","Everyone","Auto & Vehicles"
"UM BP Track",2,1,"Free","Everyone","Medical"
"Unclouded - Cloud Manager",4.1,6850,"Free","Everyone","Productivity"
"Undead Assault",4.3,4704,"Free","Everyone 10+","Arcade"
"Underdog FC",4.6,216,"Free","Everyone","Sports"
"Undertale AU Amino",4.8,5369,"Free","Teen","Social"
"Unicorn Photo",3.7,3362,"Free","Everyone","Photography"
"Unicorn Pokez - Color By Number",4.8,516,"Free","Everyone","Comics"
"UniFi",4.7,11018,"Free","Everyone","Tools"
"Union League",4,939,"Free","Everyone","Role Playing"
"Unit Converter",4.5,85387,"Free","Everyone","Tools"
"Unit Converter Pro",4.5,12718,"Free","Everyone","Tools"
"Unity CF",5,5,"Free","Everyone","Lifestyle"
"Universal AC Remote Control",3.8,40934,"Free","Everyone","Tools"
"Universal AC Remote Control Simulator",3,119,"Free","Everyone","Entertainment"
"Universal Kids",3.6,1968,"Free","Everyone","Entertainment"
"University of Alabama",4.5,302,"Free","Everyone","Education"
"University of Florida",4,168,"Free","Everyone","Education"
"UNO <U+0099> & Friends",4.1,1728557,"Free","Everyone","Card"
"Unseen - No Last Seen",4.4,103909,"Free","Everyone","Tools"
"Unstoppaball DX",4.2,5,"Paid","Everyone","Puzzle"
"UP EB Bill Payment & Details",5,3,"Free","Teen","Social"
"Updates for Samsung - Android Update Versions",4,80368,"Free","Everyone","News & Magazines"
"Upgrade for Android DU Master",3.6,12993,"Free","Everyone","Tools"
"Upohar BD",3.4,9,"Free","Everyone","Business"
"UPS Mobile",3.9,23243,"Free","Everyone","Business"
"Urban Car Simulator",4.2,23292,"Free","Everyone","Simulation"
"Urban Limo Taxi Simulator",3.8,824,"Free","Everyone","Parenting"
"Urban Outfitters",4.2,4158,"Free","Teen","Shopping"
"Urbanspoon Restaurant Reviews",4.2,35560,"Free","Everyone","Travel & Local"
"US Army Training Courses Game",4.1,27130,"Free","Everyone","Simulation"
"US DV Lottery 2019",4.6,14,"Free","Everyone","Travel & Local"
"US DV Lottery 2020 Apply",4.6,41,"Free","Everyone","Travel & Local"
"US Mission - buy gourmet movie KTV",3.8,6554,"Free","Teen","Lifestyle"
"US Stock Market",4.4,1922,"Free","Everyone","Finance"
"USAA Mobile",4.5,100997,"Free","Everyone","Finance"
"USE Credit Union Mobile",4.6,964,"Free","Everyone","Finance"
"Used car search Goo net whole car Go to net",3.7,5414,"Free","Everyone","Auto & Vehicles"
"Used Cars and Trucks for Sale",4.6,17057,"Free","Everyone","Auto & Vehicles"
"Used cars for sale - Trovit",4.2,52530,"Free","Everyone","Auto & Vehicles"
"Used Cars Mexico",4,190,"Free","Everyone","Auto & Vehicles"
"usgang.ch",3.7,492,"Free","Everyone 10+","Lifestyle"
"USMLE Step 2 CK Cards Lite",4,28,"Free","Everyone","Education"
"USMLE Step 2 CK Flashcards",5,1,"Paid","Everyone","Education"
"USPS MOBILE<U+00AE>",3.9,16589,"Free","Everyone","Business"
"Ustream",4,93638,"Free","Mature 17+","Video Players & Editors"
"V-CUBE Seminar Mobile",4.3,542,"Free","Everyone","Business"
"v-view",3.6,309,"Free","Everyone","Entertainment"
"V BTS Wallpaper",4.7,127,"Free","Everyone","Personalization"
"V Bucks ProTips New",4.7,594,"Free","Everyone","Social"
"V for Vampire - Free",4.3,2772,"Free","Teen","Puzzle"
"V for Voodoo",4.2,16876,"Free","Teen","Trivia"
"V LIVE - Star Live App",4.4,397147,"Free","Teen","Entertainment"
"V Made",4.3,241,"Free","Everyone","Books & Reference"
"V.360<U+00B0> Camera",3.3,582,"Free","Everyone","Photography"
"V380s",3.2,1919,"Free","Everyone","Libraries & Demo"
"Valentines love color by number-Pixel art coloring",4.4,767,"Free","Everyone","Entertainment"
"Van Nien 2018 - Lich Van su & Lich Am",4.4,3829,"Free","Everyone","Lifestyle"
"VAT Checker for EU company",4.7,78,"Free","Everyone","Business"
"VCalendar - VenkatRama and Co",4.3,87,"Free","Everyone","Lifestyle"
"Vector",4.4,3058687,"Free","Everyone 10+","Arcade"
"Vegas Crime Simulator",4.2,721646,"Free","Teen","Simulation"
"Vegetable Fun",3.9,3182,"Free","Everyone","Parenting"
"Vehicle Case Checker BD",3.7,29,"Free","Everyone","Tools"
"VeinSeek",2.5,79,"Paid","Everyone","Medical"
"Verdad o Reto",3.8,826,"Free","Teen","Social"
"Verify - Receipts & Expenses",4.5,413,"Free","Everyone","Business"
"Verizon Cloud",4.3,185632,"Free","Everyone","Productivity"
"VetCode",4.9,28,"Free","Everyone","Medical"
"Vi Trainer",3.6,124,"Free","Everyone","Health & Fitness"
"Victoria EC",5,5,"Free","Everyone","Tools"
"VictronConnect",3.8,400,"Free","Everyone","Tools"
"vide-greniers.org",4.3,5839,"Free","Everyone","Events"
"Video Caller Id",4.2,15287,"Free","Everyone","Communication"
"Video Download For FB",4.3,444,"Free","Everyone","Tools"
"Video Downloader - for Instagram Repost App",4.8,332623,"Free","Everyone","Video Players & Editors"
"Video Downloader for Facebook",4.6,894435,"Free","Teen","Tools"
"Video Downloader for FB",4.3,53,"Free","Everyone","Tools"
"Video Downloader for FB : Video Download with Link",4.5,1060,"Free","Everyone","Video Players & Editors"
"Video Downloader For FB: Save FB Videos 2018",4.3,434,"Free","Everyone","Tools"
"Video Maker with Photo and Music",4.3,4871,"Free","Everyone","Photography"
"video player",4.4,26421,"Free","Everyone","Video Players & Editors"
"Video Player All Format for Android",4.6,3930,"Free","Everyone","Video Players & Editors"
"video player for android",4.5,351168,"Free","Everyone","Video Players & Editors"
"Video Status",4.3,6685,"Free","Everyone","Video Players & Editors"
"Video.Guru - Video Maker",4.6,36969,"Free","Everyone","Video Players & Editors"
"Videos downloader for Facebook:fast fb video saver",4.3,20,"Free","Everyone","Video Players & Editors"
"VidPlay",4.2,3546,"Free","Everyone","Video Players & Editors"
"VidStatus app - Status Videos & Status Downloader",4.5,25562,"Free","Teen","Social"
"Vienna U-Bahn",3.9,139,"Free","Everyone","Maps & Navigation"
"ViettelPost express delivery",4.4,1225,"Free","Everyone","Business"
"Vigo Lite",4.2,10291,"Free","Teen","Entertainment"
