Identificador;Comuna;Link;Tipo;Habitaciones;Banos;Estacionamientos;Metros cuadrados;Direccion
C13248849;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/macul/3612719;Casa;4;2;3;93;Macul, Macul
C13248850;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/av-quilinpoeta-juan-guzman-cruchaga/3384069;Casa;4;2;No;98;Macul, Av. Quil<ed>n/Poeta Juan Guzm<e1>n Cruchaga
C13248851;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/nicanor-molinare/3722153;Casa;4;1;4;104;Macul, Nicanor Molinare
C13248852;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/villa-santa-elena-mauricio-rugendas/3082260;Casa;5;3;No;145;Macul, Villa santa elena / mauricio rugendas
C13248853;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/el-libanopurranque/3597190;Casa;4;2;No;166;Macul, El Libano/Purranque
C13248854;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/maculvictor-domingo-silva/3636388;Casa;3;2;No;90;Macul, Macul/V<ed>ctor Domingo Silva
C13248855;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/av-maculpedro-prado/3688435;Casa;4;2;No;111;Macul, Av. Macul/Pedro Prado
C13248856;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/ramon-cruzlas-madreselvas/2686743;Casa;3;1;No;70;Macul, Ram<f3>n Cruz/Las Madreselvas
C13248857;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/poeta-wintervilla-macul/3697197;Casa;6;2;3;151;Macul, poeta winter/Villa macul
C13248955;Padre Hurtado;https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/padre-hurtado/3675464;Casa;4;2;3;139;Padre Hurtado, Padre Hurtado
C13248956;Padre Hurtado;https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/casa-en-condominio-sector-laguna-del-sol/3734982;Casa;4;3;No;156;Padre Hurtado, Casa en Condominio sector Laguna del Sol
C13248957;Padre Hurtado;https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/casa-2-pisos-en-condominio-tierra-viva/3584900;Casa;4;3;No;88;Padre Hurtado, Casa 2 Pisos en Condominio Tierra Viva
C13248958;Padre Hurtado;https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/padre-hurtado-region-metropolitana/3377307;Casa;4;4;2;220;NA
C13248959;Padre Hurtado;https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/rodolfo-jaramillo-2618/3612732;Casa;4;2;2;82;Padre Hurtado, Rodolfo Jaramillo 2618
C13248960;Padre Hurtado;https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/pasaje-los-trigales/3574251;Casa;3;2;1;68;Padre Hurtado, Pasaje Los Trigales
C13248961;Padre Hurtado;https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/padre-hurtado/3675389;Casa;3;2;1;67;Padre Hurtado, Padre Hurtado
C13248962;Padre Hurtado;https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/calle-santa-isabel-el-manzano/3566252;Casa;2;1;1;47;Padre Hurtado, Calle Santa Isabel & El Manzano
C13248964;Padre Hurtado;https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/av-los-zorzalesav-luis-pasteur/3364829;Casa;3;3;No;75;Padre Hurtado, Av. Los zorzales/av. Luis pasteur
C13248965;Padre Hurtado;https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/san-felipe-neri-1377/2241570;Casa;3;3;2;75;Padre Hurtado, San Felipe Neri 1377
C13248966;Padre Hurtado;https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/valle-del-limari-1039/3448587;Casa;3;2;1;60;Padre Hurtado, Valle del Limari 1039
C13248967;Padre Hurtado;https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/rodolfo-jaramillo-2618/3345314;Casa;3;2;1;85;Padre Hurtado, Rodolfo Jaramillo 2618
C13248968;Padre Hurtado;https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/segunda-avenida-924/3306252;Casa;4;2;1;96;Padre Hurtado, Segunda Avenida 924
C13248969;Padre Hurtado;https://chilepropiedades.cl/ver-publicacion/venta-usada/padre-hurtado/casa/padre-hurtado/3675443;Casa;3;3;1;95;Padre Hurtado, Padre Hurtado
C13248970;Pedro Aguirre Cerda;https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/club-hipico/2382053;Casa;3;3;4;280;Pedro Aguirre Cerda, Club H<ed>pico
C13248971;Pedro Aguirre Cerda;https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/calle-andrea-doria/2626332;Casa;3;2;3;266;Pedro Aguirre Cerda, Calle Andrea Doria
C13248972;Pedro Aguirre Cerda;https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/avenida-departamentalpasaje-cleopatra/3446735;Casa;5;3;No;250;Pedro Aguirre Cerda, Avenida Departamental/Pasaje Cleopatra
C13248973;Pedro Aguirre Cerda;https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/pedro-aguirre-cerda-region-metropolitana/3072692;Casa;4;1;No;92;Pedro Aguirre Cerda, Pedro Aguirre Cerda, Regi<f3>n Metropolitana
C13248974;Pedro Aguirre Cerda;https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/casa-2-pisos-cercana-a-estacion-metro-pac/3109638;Casa;5;1;No;126;Pedro Aguirre Cerda, Casa 2 Pisos cercana a Estaci<f3>n metro P.A.C.
C13248976;Pedro Aguirre Cerda;https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/t/3591411;Casa;3;2;1;150;Pedro Aguirre Cerda, T
C13248977;Pedro Aguirre Cerda;https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/avenida-cerrillos/3111834;Casa;7;2;3;180;Pedro Aguirre Cerda, Avenida Cerrillos
C13248978;Pedro Aguirre Cerda;https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/allipen-6133/3524579;Casa;3;1;1;69;Pedro Aguirre Cerda, Allip<e9>n 6133
C13248979;Pedro Aguirre Cerda;https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/los-geranios-6224/2904313;Casa;3;1;1;113;Pedro Aguirre Cerda, Los Geranios 6224
C13248980;Pedro Aguirre Cerda;https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/av-departamentalav-general-velasquez/3555460;Casa;3;2;No;156;Pedro Aguirre Cerda, Av. Departamental/Av. General Velasquez
C13248981;Pedro Aguirre Cerda;https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/autopista-central-carlos-valdovinos/1423783;Casa;7;3;No;143;Pedro Aguirre Cerda, Autopista Central / Carlos Valdovinos
C13249048;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/amapolas-diego-de-almagrocolegios-san-gabriel-san-ignacio-metro/3298909;Casa;3;4;No;120;Providencia, Amapolas / Diego de Almagro/Colegios San Gabriel /San Ignacio / Metro
C13249049;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/eliecer-parada/3121872;Casa;5;3;No;220;Providencia, Eliecer Parada
C13249050;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/diagonal-oriente-eliecer-parada/2385682;Casa;4;4;No;200;Providencia, Diagonal Oriente, Eliecer Parada
C13249051;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/diego-de-almagroel-aguilucho/1439316;Casa;4;2;No;129;Providencia, Diego de almagro/el aguilucho
C13249052;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/lo-contador-pedro-de-valdivia-nortelos-conquistadores-av-santa-maria/2897721;Casa;4;4;No;274;Providencia, Lo Contador / Pedro de Valdivia Norte/Los Conquistadores / Av Santa Maria
C13249053;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/pedro-leon-gallo-600/3029753;Casa;3;2;2;220;Providencia, Pedro Leon Gallo 600
C13249054;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/av-el-cerroel-gobernador/3373728;Casa;4;3;No;259;Providencia, Av el Cerro/El Gobernador
C13249055;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/santa-isabelcaupolican/3366268;Casa;2;1;No;85;Providencia, Santa Isabel/Caupolican
C13249056;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/los-espanolesel-cerro/2201567;Casa;3;2;No;116;Providencia, Los Espa<f1>oles/El Cerro
C13249057;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/el-salvadormaria-luisa-santander/3182228;Casa;11;9;No;405;Providencia, El salvador/Mar<ed>a Luisa Santander
C13249058;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/casa-en-valenzuela-castillo/2916063;Casa;4;4;No;306.64;Providencia, Casa en Valenzuela Castillo
C13249059;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/plaza-dinamarca/3727582;Casa;4;2;2;100;Providencia, Plaza dinamarca
C13249060;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/av-pocurometro-francisco-bilbao/3160967;Casa;2;2;No;125;Providencia, Av pocuro/metro francisco bilbao
C13249061;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/hernando-de-aguirre-con-eliecer-parada/3710289;Casa;5;4;No;165;Providencia, Hernando de Aguirre con Eliecer Parada
C13249062;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/av-los-leones-2417/3638853;Casa;4;3;3;125;Providencia, Av. Los Leones 2417
C13249063;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/eliodoro-yaneztobalaba/3643091;Casa;5;4;No;240;Providencia, Eliodoro Y<e1><f1>ez/Tobalaba
C13249064;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/marinfrancisco-bilbaosanta-isabel/2843556;Casa;2;1;No;95;Providencia, Marin/Francisco Bilbao/Santa Isabel
C13249065;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/los-espanolesel-cerro/3186446;Casa;3;2;No;116;Providencia, Los Espa<f1>oles/El Cerro
C13249066;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/bellavista-para-remodelar/2984000;Casa;5;2;No;102;Providencia, Bellavista  //para remodelar
C13249067;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/salvador-donoso-en-zona-tipica-de-bellavista/3684380;Casa;7;1;No;125;Providencia, Salvador Donoso, en Zona Tipica de Bellavista
C13249068;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/miguel-clarodalmacia/1370186;Casa;6;2;No;555;Providencia, Miguel Claro/Dalmacia
C13249069;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/pocuroamapolas/3014899;Casa;5;3;No;230;Providencia, Pocuro/amapolas
C13249070;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/diego-de-almagro/3674131;Casa;4;3;2;132;Providencia, Diego de Almagro
C13249071;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/barrio-italia/2912124;Casa;3;3;No;160;Providencia, Barrio Italia
C13249072;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/av-italiabilbao/3713113;Casa;4;3;No;132;Providencia, Av Italia/Bilbao
C13249073;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/bellavistacasa-pablo-neruda/3373528;Casa;3;3;No;170;Providencia, Bellavista-casa pablo neruda
C13249074;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/providencia-region-metropolitana/3377487;Casa;4;2;No;215;Providencia, Providencia, Regi<f3>n Metropolitana
C13249075;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/amapolas-1720/2590455;Casa;5;3;2;230;Providencia, Amapolas 1720
C13249076;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/luis-thayer-ojeda-carlos-antunez/2797427;Casa;4;4;No;170;Providencia, Luis Thayer Ojeda, Carlos Ant<fa>nez
C13249077;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/pedro-de-valdiviabilbao/1841597;Casa;6;3;No;333;Providencia, Pedro de Valdivia/Bilbao
C13249078;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/eduardo-munita-quirogaechenique/3033549;Casa;4;3;No;150;Providencia, Eduardo Munita Quiroga/Eche<f1>ique
C13249079;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/barrio-italiauniacc/2893718;Casa;4;2;No;220;Providencia, Barrio Italia/Uniacc
C13249080;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/santa-isabelseminario/3467652;Casa;4;1;No;137;Providencia, Santa Isabel/Seminario
C13249081;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/maria-luisa-santanderricardo-matte-perez/3170674;Casa;7;7;No;350;Providencia, Maria luisa santander/ricardo matte perez
C13249082;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/propiedad-de-636-m2-en-infante-elena-blanco/3358535;Casa;8;3;No;300;Providencia, Propiedad de 636 m2 en Infante Elena Blanco
C13249083;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/salvadorjose-manuel-infante-av/3407802;Casa;4;4;No;160;Providencia, Salvador/jos<e9> manuel  infante (av)
C13249084;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/diego-de-almagroeliecer-parada/2832214;Casa;4;4;No;161;Providencia, Diego de Almagro/Eli<e9>cer Parada
C13249085;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/diego-de-almagrolos-leones/3460822;Casa;5;3;No;132;Providencia, Diego de Almagro/Los Leones
C13249086;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/barrio-italia/2921986;Casa;4;2;No;184;Providencia, Barrio Italia
C13249087;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/seminariomaria-luisa-santander/1421689;Casa;5;7;No;196;Providencia, Seminario/Maria Luisa santander
C13249088;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/los-leoneseliodoro-yanez/2805204;Casa;4;2;No;112;Providencia, Los Leones/Eliodoro Ya<f1>ez
C13249089;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/av-francisco-bilbao-providenciabustos-holanda-los-leones/3533469;Casa;4;3;No;200;Providencia, Av. Francisco Bilbao - Providencia/Bustos - Holanda - Los Leones
C13249090;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/salvador-donoso-en-zona-tipica-de-bellavista/3683710;Casa;7;1;No;125;Providencia, Salvador Donoso, en Zona Tipica de Bellavista
C13249091;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/valenzuela-castillomanuel-montt/3609195;Casa;5;3;No;130;Providencia, Valenzuela Castillo/Manuel Montt
C13249092;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/manuel-monttlorena/2486406;Casa;4;2;No;174;Providencia, Manuel Montt/Lorena
C13249093;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/ana-luisa-prats/2920188;Casa;4;3;2;118;Providencia, Ana luisa prats
C13249094;Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/providenciadiego-de-almagra/2637745;Casa;3;2;No;153;Providencia, Providencia/diego de almagra
C13249095;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/el-atardecer/3726858;Casa;3;3;2;120;Pudahuel, El Atardecer
C13249096;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/autopista-vespucio-norteav-laguna-sur/3713217;Casa;2;1;No;45;Pudahuel, Autopista vespucio norte/av laguna sur
C13249097;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/los-abedules-1500/3404531;Casa;4;3;2;110;Pudahuel, Los Abedules 1500
C13249098;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/magnolios-sur/3343818;Casa;3;3;2;100;Pudahuel, Magnolios Sur
C13249099;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/el-coihue/3645277;Casa;3;3;2;132;Pudahuel, El coihue
C13249100;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/ciudad-de-los-vallesoportunidad-apacible-2-dentro-de-condominio/3358971;Casa;3;3;3;107;Pudahuel, Ciudad de los Valles/Oportunidad Apacible 2/ Dentro de condominio
C13249101;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/nueva-uno-sur/2983958;Casa;3;3;2;135;Pudahuel, Nueva uno sur
C13249102;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/monte-tabor-sur-200/3737669;Casa;3;3;1;160;Pudahuel, Monte Tabor Sur 200
C13249103;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/los-arrayanes/3488956;Casa;3;3;6;196;Pudahuel, Los Arrayanes
C13249104;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/las-azaleas-ote/3704233;Casa;3;3;2;120;Pudahuel, Las azaleas ote
C13249105;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/tortoson-8369/3637140;Casa;4;2;1;67;Pudahuel, Tortoson 8369
C13249106;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/los-abedules/3510491;Casa;3;3;2;115;Pudahuel, Los Abedules
C13249107;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/ruta-68-ciudad-de-los-vallesav-las-flores/2998378;Casa;4;3;No;132;Pudahuel, Ruta 68/ ciudad de los valles/av. Las flores
C13249108;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/los-fresnos/3432766;Casa;3;3;2;120;Pudahuel, Los Fresnos
C13249109;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/valle-del-sol/2249982;Casa;4;3;2;180;Pudahuel, Valle del Sol
C13249110;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/alto-mirador-ciudad-de-los-valleslas-flores-guayacanes/2905849;Casa;3;3;No;140;Pudahuel, Alto mirador/ ciudad de los valles/las flores/ guayacanes
C13249111;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/camilo-cienfuegosserrano/2773413;Casa;5;2;No;135;Pudahuel, Camilo Cienfuegos/Serrano
C13249112;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/las-hortensias-oriente/3453571;Casa;3;3;1;110;Pudahuel, Las Hortensias Oriente
C13249113;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/av-pedro-de-aretxabala/3599213;Casa;3;3;2;124;Pudahuel, Av. Pedro de Aretxabala
C13249114;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/los-manios/3599276;Casa;4;4;2;150;Pudahuel, Los ma<f1>ios
C13249115;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/los-abedules/2061203;Casa;3;3;2;120;Pudahuel, Los Abedules
C13249117;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/francisco-bulnes-sanfuentes-481/3603090;Casa;3;2;1;150;Pudahuel, Francisco Bulnes Sanfuentes 481
C13249118;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/corinto-42/3630853;Casa;3;3;5;108;Pudahuel, Corinto 42
C13249119;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/el-coihue/3599935;Casa;3;3;2;140;Pudahuel, El coihue
C13249121;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/lomas-de-lo-aguirre-corinto-96/3058104;Casa;3;2;2;134.72;Pudahuel, lomas de lo Aguirre, Corinto 96
C13249122;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/los-abedules-1410/3358922;Casa;3;2;2;121;Pudahuel, Los Abedules 1410
C13249123;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/casa-con-ampliacion-opcion-comercial/3735432;Casa;6;2;No;67;Pudahuel, Casa con ampliaci<f3>n opci<f3>n comercial
C13249124;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/transversal-uno/3557420;Casa;6;5;2;350;Pudahuel, Transversal Uno
C13249125;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/calle-los-mirlos/3145875;Casa;4;2;2;70;Pudahuel, Calle Los Mirlos
C13249126;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/ciudad-de-los-valles-pudahuel/3633944;Casa;4;3;4;142;Pudahuel, ciudad de los valles pudahuel
C13249127;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/ciudad-de-los-valles-pudahuel/3184161;Casa;3;3;2;107;Pudahuel, ciudad de los valles, Pudahuel
C13249128;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/lomas-de-lo-aguirre/2770444;Casa;6;3;2;170;Pudahuel, Lomas de Lo Aguirre
C13249130;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/dona-isabelmonte-tabor/3441917;Casa;3;2;No;92;Pudahuel, Do<f1>a isabel/monte tabor
C13249131;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/casa-en-ciudad-de-los-valles/3735410;Casa;3;3;No;142;Pudahuel, Casa en Ciudad De Los Valles
C13249132;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/isla-escocia/3645762;Casa;3;2;1;95;Pudahuel, Isla Escocia
C13249133;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/dona-isabelefeso/3184642;Casa;3;3;1;100;Pudahuel, Do<f1>a isabel/efeso
C13249134;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/avenida-las-flores/3643669;Casa;3;3;3;138;Pudahuel, Avenida Las Flores
C13249135;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/pje-los-roques/2626376;Casa;4;4;3;140;Pudahuel, Pje. Los roques
C13249136;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/mar-mediterraneo/3331863;Casa;5;3;3;135;Pudahuel, Mar Mediterr<e1>neo
C13249137;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/americo-vespuciolaguna-sur/3134129;Casa;2;2;No;62;Pudahuel, Am<e9>rico Vespucio/Laguna Sur
C13249138;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/avenida-nueva-uno-sur/3704194;Casa;3;3;2;140;Pudahuel, Avenida Nueva Uno Sur
C13249140;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/pasaje-cerro-providencia/3342030;Casa;3;2;2;60;Pudahuel, Pasaje Cerro Providencia
C13249141;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/lomas-de-lo-aguirre/1712807;Casa;4;3;No;146;Pudahuel, Lomas de lo Aguirre
C13249142;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/avenida-el-rodeo-poniente/3146110;Casa;3;3;2;125;Pudahuel, Avenida El Rodeo Poniente
C13249143;Pudahuel;https://chilepropiedades.cl/ver-publicacion/venta-usada/pudahuel/casa/ciudad-de-los-valles-pudahuel/2896958;Casa;4;3;2;140;Pudahuel, Ciudad de los valles, pudahuel
C13249145;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/avda-las-nievesangel-pimentel/3386241;Casa;3;2;No;65;Puente Alto, Avda. Las Nieves/Angel Pimentel
C13249146;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/condominio-los-castanoscolegio-almenar-del-maipo/3066090;Casa;3;3;No;106;Puente Alto, Condominio Los Casta<f1>os/Colegio Almenar del Maipo
C13249147;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/merlot/3318145;Casa;3;2;2;137;Puente Alto, Merlot
C13249148;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/eyzaguirre-santa-elena/2716771;Casa;3;1;No;245;Puente Alto, Eyzaguirre / Santa Elena
C13249149;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/presidente-salvador-allendelos-cerezos/3362701;Casa;2;2;No;57;Puente Alto, Presidente Salvador Allende/Los Cerezos
C13249150;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/los-pinos-021/3306290;Casa;5;3;4;173;Puente Alto, Los Pinos 021
C13249154;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/casa-de-1-piso-en-vista-hermosa/3693781;Casa;3;1;No;58;Puente Alto, Casa de 1 Piso en Vista Hermosa
C13249155;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/villa-san-jorge-alessandri/3161636;Casa;4;2;2;130;Puente Alto, Villa san Jorge Alessandri
C13249156;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/independencia-280/3412980;Casa;5;3;2;130;Puente Alto, Independencia 280
C13249157;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/carlos-orrego-luco/3557489;Casa;3;1;8;110;Puente Alto, Carlos Orrego Luco
C13249158;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/plaza-de-puente-alto/3038473;Casa;3;1;3;98;Puente Alto, Plaza de Puente Alto
C13249159;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/diego-portalesmonte-verde-norte/2265553;Casa;3;3;No;120;Puente Alto, Diego Portales/Monte Verde Norte
C13249160;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/parque-centralparque-del-este/2149715;Casa;5;2;No;117;Puente Alto, Parque central/parque del este
C13249161;Puente Alto;https://chilepropiedades.cl/ver-publicacion/venta-usada/puente-alto/casa/camino-del-acueducto/3726782;Casa;4;3;3;120;Puente Alto, Camino del Acueducto
